event_id,person_id,datetime,city,area,latitude,longitude,source,confidence
LOC00479,P0063,2022-08-02 02:33:55,Bhopal,Sector 36 / Hotel,21.251956,80.589267,CCTV,Medium
LOC00480,P0035,2022-05-26 00:13:28,Pune,Sector 19 / Airport,27.750355,81.790359,Immigration,High
LOC00481,P0086,2023-11-28 15:12:18,Pune,Sector 45 / Station,31.030463,70.146915,Border Check,High
LOC00482,P0013,2022-01-26 14:41:35,Chennai,Sector 50 / Market,31.313266,96.003303,Cell Tower,Medium
LOC00483,P0077,2024-04-25 18:00:31,Bangalore,Sector 4 / Station,21.975615,74.428905,Immigration,Medium
LOC00484,P0023,2022-04-28 23:14:46,Jaipur,Sector 17 / Station,16.036338,69.645965,Hotel Register,High
LOC00485,P0017,2022-05-11 10:44:28,Indore,Sector 49 / Market,19.371386,93.623781,CCTV,High
LOC00486,P0036,2023-05-29 22:36:23,Indore,Sector 11 / Airport,11.164428,74.440701,Hotel Register,Medium
LOC00487,P0055,2023-02-23 12:13:38,Chennai,Sector 31 / Market,29.973592,69.218871,CCTV,High
LOC00488,P0094,2023-01-30 06:15:22,Delhi,Sector 32 / Airport,25.189766,85.76061,Cell Tower,Medium
LOC00489,P0077,2022-11-20 12:29:22,Jaipur,Sector 27 / Airport,18.224533,80.240177,Cell Tower,Low
LOC00490,P0057,2022-09-19 18:45:05,Nagpur,Sector 15 / Airport,26.97071,70.992492,Immigration,Medium
LOC00491,P0002,2022-06-20 09:49:09,Hyderabad,Sector 11 / Market,19.427117,88.347836,Hotel Register,High
LOC00492,P0090,2024-06-12 21:18:46,Bangalore,Sector 19 / Warehouse,25.13666,71.479855,Cell Tower,High
LOC00493,P0002,2022-10-18 18:32:12,Delhi,Sector 21 / Hotel,9.158373,69.530585,Immigration,High
LOC00494,P0098,2023-07-29 06:27:23,Ahmedabad,Sector 5 / Airport,18.808714,69.662072,Immigration,High
LOC00495,P0069,2023-05-08 13:22:13,Hyderabad,Sector 40 / Border,23.569747,68.961796,Hotel Register,Low
LOC00496,P0069,2024-02-23 08:05:01,Hyderabad,Sector 35 / Market,21.444326,69.040587,Immigration,Medium
LOC00497,P0008,2022-08-05 10:17:57,Bhopal,Sector 24 / Market,13.656074,80.464415,Hotel Register,High
LOC00498,P0017,2023-12-17 19:56:19,Surat,Sector 12 / Warehouse,12.030377,91.722351,Immigration,Medium
LOC00499,P0075,2022-01-03 06:50:06,Kolkata,Sector 10 / Warehouse,30.581946,78.436421,Immigration,Medium
LOC00500,P0074,2024-05-15 23:23:36,Ahmedabad,Sector 50 / Station,32.65128,70.033149,Cell Tower,High
LOC00501,P0056,2022-12-13 10:58:51,Pune,Sector 14 / Border,29.873245,71.424367,CCTV,High
LOC00502,P0083,2024-02-25 00:13:08,Jaipur,Sector 36 / Market,26.105637,72.383408,Hotel Register,High
LOC00503,P0069,2023-02-11 02:56:18,Hyderabad,Sector 18 / Warehouse,27.136114,71.512401,Immigration,High
LOC00504,P0010,2023-03-05 10:04:19,Bhopal,Sector 35 / Market,31.617009,70.885587,Hotel Register,Low
LOC00505,P0071,2022-07-02 12:07:07,Jaipur,Sector 32 / Station,20.91176,73.0172,Hotel Register,High
LOC00506,P0070,2024-02-22 08:22:02,Indore,Sector 14 / Airport,16.795611,84.937137,Cell Tower,Low
LOC00507,P0029,2022-07-23 21:06:09,Mumbai,Sector 8 / Station,29.689521,91.447255,CCTV,High
LOC00508,P0040,2022-09-19 22:42:24,Hyderabad,Sector 25 / Warehouse,18.482078,92.0167,CCTV,High
LOC00509,P0089,2023-01-22 05:05:21,Nagpur,Sector 15 / Hotel,15.451556,92.941571,CCTV,Low
LOC00510,P0001,2024-05-09 09:26:46,Mumbai,Sector 8 / Warehouse,11.540256,77.953081,Immigration,Medium
LOC00511,P0077,2022-10-16 08:59:28,Lucknow,Sector 24 / Station,24.715166,80.344142,CCTV,High
LOC00512,P0062,2023-06-13 03:58:12,Chennai,Sector 44 / Station,17.975723,74.122299,Border Check,Low
LOC00513,P0080,2022-03-06 14:22:07,Chennai,Sector 33 / Market,26.188196,81.002399,Hotel Register,Low
LOC00514,P0048,2022-05-26 10:20:16,Lucknow,Sector 33 / Warehouse,14.446494,80.347902,Cell Tower,High
LOC00515,P0019,2023-11-28 10:49:33,Hyderabad,Sector 32 / Hotel,8.057486,77.80412,Cell Tower,High
LOC00516,P0006,2024-01-26 19:03:30,Surat,Sector 9 / Hotel,14.753418,87.799633,Immigration,Medium
LOC00517,P0050,2022-09-12 12:27:25,Nagpur,Sector 29 / Station,10.64122,94.753342,Immigration,Low
LOC00518,P0096,2023-12-08 16:25:15,Bangalore,Sector 14 / Hotel,23.588539,77.686789,Cell Tower,High
LOC00519,P0016,2022-03-23 05:05:18,Bhopal,Sector 13 / Warehouse,17.681847,91.923421,Border Check,High
LOC00520,P0073,2022-06-15 14:10:32,Chennai,Sector 48 / Station,32.591818,83.445221,Immigration,High
LOC00521,P0099,2024-06-24 13:23:47,Kolkata,Sector 40 / Border,8.37095,69.559042,Immigration,Low
LOC00522,P0037,2023-04-17 14:58:01,Chennai,Sector 25 / Airport,22.66004,73.963439,Hotel Register,Low
LOC00523,P0067,2023-09-25 18:50:09,Bangalore,Sector 18 / Warehouse,15.667272,71.790044,Hotel Register,High
LOC00524,P0052,2023-06-14 09:13:48,Lucknow,Sector 38 / Station,23.944625,74.464428,Immigration,Low
LOC00525,P0004,2023-12-18 04:55:27,Pune,Sector 13 / Hotel,26.993595,74.673289,CCTV,High
LOC00526,P0075,2023-04-27 22:47:32,Chennai,Sector 44 / Warehouse,20.710061,78.291377,Hotel Register,Medium
LOC00527,P0054,2023-11-28 22:51:00,Surat,Sector 13 / Warehouse,11.288287,86.436216,Immigration,Low
LOC00528,P0065,2023-01-30 11:37:11,Indore,Sector 31 / Hotel,30.309833,93.434285,Immigration,High
LOC00529,P0081,2023-09-13 20:26:18,Bangalore,Sector 21 / Airport,22.031598,96.655779,Border Check,Low
LOC00530,P0064,2023-08-03 23:46:22,Mumbai,Sector 39 / Market,33.695721,71.527779,Immigration,Medium
LOC00531,P0015,2024-01-11 07:25:19,Indore,Sector 20 / Warehouse,20.026411,72.662876,CCTV,High
LOC00532,P0070,2022-10-18 09:02:46,Lucknow,Sector 50 / Market,29.528415,80.968288,CCTV,High
LOC00533,P0026,2023-12-02 18:50:24,Mumbai,Sector 8 / Border,25.528544,78.233562,Immigration,High
LOC00534,P0088,2023-06-13 08:44:16,Bhopal,Sector 47 / Station,33.724931,96.213622,Immigration,High
LOC00535,P0034,2022-11-30 19:59:05,Kolkata,Sector 12 / Hotel,31.41018,85.62763,Hotel Register,High
LOC00536,P0021,2023-10-14 21:30:57,Mumbai,Sector 20 / Warehouse,32.615723,91.513115,Hotel Register,Low
LOC00537,P0097,2024-02-01 07:25:21,Surat,Sector 8 / Hotel,13.877741,90.52491,CCTV,Medium
LOC00538,P0059,2023-12-28 05:12:55,Delhi,Sector 30 / Market,25.709611,72.729428,CCTV,Low
LOC00539,P0066,2022-04-24 23:08:00,Bangalore,Sector 15 / Airport,21.88832,90.63565,Immigration,Low
LOC00540,P0080,2022-12-05 02:39:50,Bhopal,Sector 44 / Border,25.117732,88.362327,Hotel Register,High
LOC00541,P0034,2023-01-10 11:32:36,Delhi,Sector 30 / Station,14.290058,90.196381,Immigration,High
LOC00542,P0073,2023-10-02 16:51:33,Bhopal,Sector 21 / Airport,12.227132,72.915506,Border Check,Low
LOC00543,P0062,2022-02-04 05:23:40,Nagpur,Sector 38 / Hotel,15.653762,84.248798,Hotel Register,Medium
LOC00544,P0037,2022-06-11 01:20:18,Bangalore,Sector 47 / Hotel,27.577848,81.113108,Border Check,High
LOC00545,P0024,2023-06-01 21:44:56,Ahmedabad,Sector 44 / Hotel,18.857599,74.911152,Hotel Register,High
LOC00546,P0059,2024-05-14 20:27:47,Delhi,Sector 14 / Station,13.564706,68.102263,CCTV,Low
LOC00547,P0011,2024-05-30 23:22:22,Ahmedabad,Sector 31 / Border,13.100901,85.266981,Hotel Register,High
LOC00548,P0051,2023-02-28 04:04:56,Indore,Sector 23 / Warehouse,19.42506,92.573878,Cell Tower,Medium
LOC00549,P0072,2023-01-21 06:31:18,Surat,Sector 32 / Market,14.392682,68.472871,Cell Tower,Low
LOC00550,P0032,2023-06-13 13:42:45,Indore,Sector 4 / Station,18.421448,82.829432,CCTV,Low
LOC00551,P0043,2022-09-22 00:21:14,Lucknow,Sector 49 / Market,22.348572,83.998633,Hotel Register,Medium
LOC00552,P0024,2023-06-04 16:40:30,Bangalore,Sector 25 / Warehouse,11.325041,72.549762,Hotel Register,Low
LOC00553,P0008,2022-09-09 09:05:00,Delhi,Sector 49 / Airport,31.371942,95.326764,Immigration,High
LOC00554,P0068,2022-01-29 07:23:05,Jaipur,Sector 31 / Market,23.899529,75.807937,Immigration,Low
LOC00555,P0034,2022-01-16 00:38:30,Kolkata,Sector 4 / Border,15.218438,87.168493,Hotel Register,High
LOC00556,P0089,2023-11-07 02:40:11,Jaipur,Sector 44 / Airport,14.17611,76.348623,Cell Tower,High
LOC00557,P0013,2024-05-16 10:40:21,Kolkata,Sector 12 / Airport,24.995651,90.941424,Cell Tower,High
LOC00558,P0007,2023-01-06 17:04:07,Mumbai,Sector 15 / Market,32.132516,96.256592,Border Check,Medium
LOC00559,P0025,2022-03-18 13:40:39,Mumbai,Sector 21 / Warehouse,26.558995,91.471348,Hotel Register,High
LOC00560,P0019,2024-06-06 06:16:20,Nagpur,Sector 50 / Market,30.451675,83.964813,Cell Tower,High
LOC00561,P0088,2023-05-07 02:57:47,Nagpur,Sector 14 / Border,31.162138,90.251037,Cell Tower,Low
LOC00562,P0002,2024-06-14 17:56:03,Bhopal,Sector 25 / Market,19.555787,94.957395,CCTV,Low
LOC00563,P0038,2022-12-30 03:05:34,Delhi,Sector 15 / Station,22.895082,75.989367,CCTV,Medium
LOC00564,P0093,2022-02-11 14:39:01,Chennai,Sector 18 / Station,32.630347,96.786664,Border Check,Medium
LOC00565,P0029,2023-04-11 06:47:09,Mumbai,Sector 19 / Border,10.94662,94.164969,Hotel Register,High
LOC00566,P0020,2023-10-29 22:05:04,Chennai,Sector 16 / Airport,10.130905,93.476037,CCTV,High
LOC00567,P0054,2023-07-17 18:08:55,Surat,Sector 25 / Airport,22.567268,74.355191,Border Check,Low
LOC00568,P0031,2022-07-29 23:41:39,Lucknow,Sector 27 / Hotel,22.746702,79.828599,Cell Tower,Medium
LOC00569,P0042,2023-02-20 16:40:54,Nagpur,Sector 18 / Border,9.394246,85.606187,Border Check,High
LOC00570,P0080,2023-05-19 18:42:37,Kolkata,Sector 28 / Airport,23.260275,73.232393,Border Check,Medium
LOC00571,P0033,2024-04-03 20:49:38,Indore,Sector 17 / Hotel,13.876992,81.423956,Immigration,Medium
LOC00572,P0043,2024-05-28 16:16:16,Jaipur,Sector 39 / Warehouse,27.426563,89.319462,Border Check,High
LOC00573,P0008,2024-04-16 15:07:56,Jaipur,Sector 20 / Warehouse,18.426636,77.565861,CCTV,High
LOC00574,P0072,2022-01-14 02:04:32,Pune,Sector 16 / Border,19.031877,85.867804,CCTV,High
LOC00575,P0066,2024-03-14 17:45:38,Mumbai,Sector 35 / Market,26.766974,89.915624,Cell Tower,High
LOC00576,P0015,2022-02-15 09:29:00,Mumbai,Sector 33 / Warehouse,25.371998,76.037556,Hotel Register,Medium
LOC00577,P0041,2024-06-17 07:49:53,Indore,Sector 44 / Station,17.426077,81.627659,CCTV,High
LOC00578,P0073,2024-03-15 10:04:56,Bhopal,Sector 6 / Market,23.343161,78.505679,Border Check,Low
LOC00579,P0046,2023-06-22 20:59:08,Nagpur,Sector 5 / Border,17.218668,70.566735,Cell Tower,High
LOC00580,P0088,2022-01-12 00:00:34,Indore,Sector 33 / Hotel,28.214318,86.929608,Cell Tower,Low
LOC00581,P0039,2024-03-17 03:19:15,Surat,Sector 30 / Border,12.470197,73.183808,Hotel Register,Medium
LOC00582,P0055,2023-08-17 23:43:12,Nagpur,Sector 6 / Airport,23.219635,78.295402,Immigration,High
LOC00583,P0093,2024-01-09 15:12:09,Delhi,Sector 30 / Border,31.265356,95.317802,CCTV,High
LOC00584,P0031,2023-04-28 14:15:05,Jaipur,Sector 7 / Market,29.411972,91.725092,Hotel Register,High
LOC00585,P0059,2022-11-23 18:14:13,Bhopal,Sector 22 / Hotel,16.469508,88.144173,Hotel Register,High
LOC00586,P0081,2023-08-12 08:02:42,Chennai,Sector 2 / Border,15.149715,91.782796,Cell Tower,High
LOC00587,P0030,2023-04-15 19:52:53,Ahmedabad,Sector 34 / Hotel,34.265501,71.018925,Immigration,High
LOC00588,P0013,2024-02-06 01:28:24,Nagpur,Sector 50 / Warehouse,8.867237,87.317404,Immigration,Medium
LOC00589,P0041,2023-11-06 20:43:43,Lucknow,Sector 30 / Market,14.797304,78.687823,Cell Tower,Low
LOC00590,P0053,2024-01-04 13:30:45,Ahmedabad,Sector 16 / Station,30.681635,93.75516,Immigration,Low
LOC00591,P0049,2024-04-18 15:50:00,Delhi,Sector 12 / Hotel,25.124312,74.22659,Cell Tower,High
LOC00592,P0027,2022-01-30 11:29:07,Lucknow,Sector 10 / Market,18.882433,92.408766,Cell Tower,High
LOC00593,P0078,2023-11-20 12:33:40,Pune,Sector 50 / Warehouse,12.895513,74.636728,Border Check,High
LOC00594,P0084,2022-09-29 05:25:34,Nagpur,Sector 21 / Warehouse,26.527813,76.427282,CCTV,Low
LOC00595,P0065,2023-08-12 10:59:32,Lucknow,Sector 39 / Hotel,29.150306,74.937343,Border Check,High
LOC00596,P0080,2023-11-19 23:14:12,Mumbai,Sector 47 / Market,32.871316,76.622917,CCTV,Low
LOC00597,P0078,2022-08-04 09:44:34,Kolkata,Sector 50 / Airport,19.240078,93.230415,CCTV,Medium
LOC00598,P0040,2022-06-22 08:01:54,Pune,Sector 50 / Airport,26.49478,89.975546,Hotel Register,High
LOC00599,P0052,2022-04-04 13:46:42,Hyderabad,Sector 46 / Warehouse,28.286627,90.271554,Hotel Register,High
LOC00600,P0063,2022-02-24 01:14:14,Delhi,Sector 29 / Hotel,8.428475,96.317294,Cell Tower,Medium
LOC00601,P0017,2022-05-16 23:58:02,Mumbai,Sector 28 / Warehouse,18.655705,78.872267,Immigration,High
LOC00602,P0089,2023-07-03 10:26:37,Indore,Sector 1 / Station,27.559272,87.332866,CCTV,Low
LOC00603,P0007,2024-06-20 16:32:00,Lucknow,Sector 29 / Station,15.43872,95.577475,Cell Tower,Medium
LOC00604,P0031,2024-02-13 17:44:28,Delhi,Sector 30 / Station,12.091105,92.203194,Cell Tower,Low
LOC00605,P0057,2022-10-13 19:20:56,Hyderabad,Sector 34 / Warehouse,33.935075,80.653143,CCTV,High
LOC00606,P0095,2024-01-02 01:02:33,Kolkata,Sector 24 / Hotel,16.710446,75.859967,CCTV,Medium
LOC00607,P0089,2022-12-25 02:27:57,Pune,Sector 32 / Hotel,12.55028,71.204056,Cell Tower,High
LOC00608,P0093,2024-05-22 10:09:25,Ahmedabad,Sector 6 / Border,11.309899,80.149578,CCTV,Low
LOC00609,P0065,2024-05-28 22:45:47,Hyderabad,Sector 31 / Station,31.81471,96.946768,Cell Tower,Medium
LOC00610,P0070,2024-06-16 10:16:29,Bhopal,Sector 6 / Station,13.906667,87.3113,Immigration,High
LOC00611,P0090,2023-12-23 13:13:16,Ahmedabad,Sector 36 / Market,14.1592,92.450064,Hotel Register,High
LOC00612,P0050,2023-01-16 20:58:25,Bangalore,Sector 37 / Market,26.041486,75.12677,Immigration,High
LOC00613,P0001,2023-07-24 02:59:34,Kolkata,Sector 32 / Warehouse,18.256988,94.62732,CCTV,Medium
LOC00614,P0055,2022-04-05 00:53:04,Pune,Sector 3 / Border,34.159792,94.430403,CCTV,Medium
LOC00615,P0096,2024-05-27 02:50:24,Lucknow,Sector 6 / Hotel,24.533953,88.754083,Immigration,Low
LOC00616,P0042,2023-03-15 12:49:07,Hyderabad,Sector 20 / Airport,8.467953,70.228677,CCTV,Low
LOC00617,P0072,2024-06-14 01:14:52,Kolkata,Sector 30 / Airport,28.311601,73.881223,CCTV,High
LOC00618,P0044,2022-10-19 05:48:42,Mumbai,Sector 43 / Warehouse,18.454247,70.827696,Immigration,High
LOC00619,P0017,2022-03-06 10:52:45,Chennai,Sector 11 / Market,12.200156,91.03396,Immigration,High
LOC00620,P0028,2023-04-11 06:01:02,Lucknow,Sector 44 / Border,9.050787,74.812319,Border Check,Low
LOC00621,P0078,2023-12-12 11:29:14,Nagpur,Sector 30 / Warehouse,34.172407,78.657445,Hotel Register,High
LOC00622,P0003,2023-08-28 09:23:08,Lucknow,Sector 3 / Border,11.412573,90.405355,Immigration,Medium
LOC00623,P0096,2022-07-17 15:24:16,Delhi,Sector 38 / Airport,26.741998,73.606453,Border Check,High
LOC00624,P0076,2024-06-04 08:46:20,Lucknow,Sector 24 / Station,27.280571,71.918933,Hotel Register,Medium
LOC00625,P0038,2023-09-29 22:16:51,Indore,Sector 9 / Station,21.757037,96.944502,CCTV,Medium
LOC00626,P0012,2024-02-10 12:47:12,Hyderabad,Sector 10 / Airport,31.786546,83.309408,Cell Tower,High
LOC00627,P0031,2024-01-23 06:59:41,Hyderabad,Sector 14 / Market,17.390242,70.886648,Border Check,High
LOC00628,P0010,2023-11-19 20:44:15,Mumbai,Sector 32 / Station,33.432206,88.198931,Cell Tower,Low
LOC00629,P0092,2023-09-28 01:32:11,Surat,Sector 48 / Market,33.521834,89.496902,Hotel Register,High
LOC00630,P0095,2022-03-20 03:04:06,Bangalore,Sector 34 / Hotel,8.809035,84.599517,Border Check,High
LOC00631,P0065,2023-08-22 18:13:56,Jaipur,Sector 15 / Station,9.261139,86.92485,CCTV,High
LOC00632,P0067,2023-10-27 19:05:40,Nagpur,Sector 42 / Hotel,23.181017,96.769914,Cell Tower,High
LOC00633,P0021,2024-05-29 16:09:35,Delhi,Sector 37 / Border,25.742743,87.252813,Immigration,High
LOC00634,P0070,2022-09-30 07:13:48,Mumbai,Sector 21 / Warehouse,29.80508,94.293839,Cell Tower,High
LOC00635,P0070,2024-06-23 11:32:45,Hyderabad,Sector 36 / Market,17.78323,83.739764,Cell Tower,Low
LOC00636,P0085,2023-08-31 13:32:02,Indore,Sector 30 / Border,23.025014,84.497159,Border Check,Medium
LOC00637,P0037,2022-09-25 08:10:59,Pune,Sector 13 / Warehouse,17.298207,84.671471,Cell Tower,Medium
LOC00638,P0066,2022-01-29 22:46:49,Chennai,Sector 38 / Station,26.53256,81.682151,Border Check,High
LOC00639,P0063,2022-09-19 04:50:53,Kolkata,Sector 10 / Warehouse,15.117586,84.902501,CCTV,High
LOC00640,P0039,2023-02-01 17:36:35,Jaipur,Sector 50 / Station,30.270655,73.51659,Immigration,High
LOC00641,P0043,2023-02-06 11:48:32,Ahmedabad,Sector 25 / Border,26.282749,88.892208,CCTV,Medium
LOC00642,P0007,2022-09-10 08:34:54,Nagpur,Sector 17 / Airport,34.006087,77.406537,Cell Tower,Low
LOC00643,P0073,2024-06-23 06:41:48,Indore,Sector 12 / Border,13.131598,75.556745,Cell Tower,High
LOC00644,P0065,2022-03-14 02:58:30,Bhopal,Sector 23 / Hotel,18.200657,91.350819,Hotel Register,Medium
LOC00645,P0085,2023-02-03 11:33:42,Pune,Sector 18 / Hotel,9.583577,88.115749,Hotel Register,Low
LOC00646,P0016,2023-05-10 01:24:07,Delhi,Sector 7 / Airport,31.458402,95.226681,Border Check,High
LOC00647,P0082,2024-05-09 18:26:00,Kolkata,Sector 25 / Airport,22.067559,92.766829,Border Check,High
LOC00648,P0098,2024-03-11 11:01:38,Ahmedabad,Sector 43 / Airport,15.794984,80.612332,Hotel Register,Medium
LOC00649,P0069,2023-12-21 22:43:25,Bhopal,Sector 47 / Market,22.394427,82.376568,Hotel Register,Low
LOC00650,P0096,2023-03-28 12:33:08,Kolkata,Sector 28 / Warehouse,13.767362,80.575308,CCTV,High
LOC00651,P0065,2023-11-06 15:14:41,Ahmedabad,Sector 4 / Station,19.447445,96.018498,CCTV,Low
LOC00652,P0060,2023-03-10 14:51:16,Chennai,Sector 14 / Station,16.030978,68.188146,Cell Tower,High
LOC00653,P0042,2022-12-12 00:07:44,Kolkata,Sector 44 / Station,13.578188,91.648105,Hotel Register,High
LOC00654,P0096,2024-02-25 15:46:08,Mumbai,Sector 44 / Border,26.890221,86.049478,Cell Tower,High
LOC00655,P0013,2023-06-03 11:15:47,Lucknow,Sector 17 / Market,28.606179,79.345391,CCTV,High
LOC00656,P0016,2024-02-03 16:54:20,Kolkata,Sector 10 / Border,13.604524,72.907479,CCTV,High
LOC00657,P0057,2024-03-20 16:54:45,Surat,Sector 41 / Airport,20.681552,82.915922,Immigration,Medium
LOC00658,P0054,2022-02-02 11:53:18,Bangalore,Sector 9 / Market,28.24188,70.543436,Immigration,Low
LOC00659,P0051,2023-06-07 05:30:10,Indore,Sector 26 / Station,28.06388,69.339913,Immigration,High
LOC00660,P0037,2023-03-25 22:28:46,Ahmedabad,Sector 17 / Market,22.842579,70.16274,Immigration,High
LOC00661,P0060,2023-10-25 11:57:50,Mumbai,Sector 48 / Market,28.914136,89.7521,Immigration,Medium
LOC00662,P0068,2024-01-28 17:35:48,Bangalore,Sector 9 / Border,19.20373,74.348802,Border Check,Medium
LOC00663,P0056,2023-01-16 14:46:06,Hyderabad,Sector 35 / Warehouse,29.770113,79.654927,Immigration,High
LOC00664,P0041,2023-04-29 07:53:29,Chennai,Sector 19 / Airport,20.44298,77.025623,Cell Tower,High
LOC00665,P0058,2023-11-22 23:29:38,Chennai,Sector 13 / Market,31.648791,86.865612,Immigration,High
LOC00666,P0057,2022-05-12 07:12:27,Mumbai,Sector 29 / Hotel,10.784612,72.205549,CCTV,Medium
LOC00667,P0046,2024-03-27 05:53:14,Chennai,Sector 29 / Station,23.905943,85.156602,Cell Tower,High
LOC00668,P0035,2022-04-16 08:53:44,Bhopal,Sector 22 / Hotel,22.400812,79.996339,Border Check,Low
LOC00669,P0035,2022-06-04 07:23:36,Hyderabad,Sector 49 / Market,18.759054,71.700291,Immigration,Low
LOC00670,P0058,2024-02-15 10:16:46,Kolkata,Sector 33 / Airport,9.011918,68.451418,Border Check,High
LOC00671,P0001,2023-12-03 19:36:31,Nagpur,Sector 38 / Warehouse,22.034942,77.680154,Cell Tower,High
LOC00672,P0009,2023-08-09 12:45:26,Bhopal,Sector 43 / Border,26.552954,84.596822,Immigration,High
LOC00673,P0064,2023-11-21 06:24:40,Lucknow,Sector 46 / Market,31.43572,88.418626,Cell Tower,High
LOC00674,P0092,2023-08-04 15:47:43,Indore,Sector 35 / Hotel,24.980558,91.581669,Cell Tower,High
LOC00675,P0090,2023-06-17 02:56:00,Hyderabad,Sector 7 / Station,18.903001,71.778858,CCTV,High
LOC00676,P0011,2022-12-09 21:09:45,Ahmedabad,Sector 46 / Border,15.040257,79.462462,Hotel Register,Medium
LOC00677,P0042,2023-12-09 06:46:46,Pune,Sector 12 / Station,33.262708,94.542439,Hotel Register,High
LOC00678,P0047,2023-10-27 12:29:47,Chennai,Sector 34 / Hotel,30.405614,76.350388,Immigration,High
LOC00679,P0097,2023-01-19 18:21:16,Indore,Sector 31 / Airport,12.886479,68.825019,Immigration,High
LOC00680,P0029,2024-03-28 07:42:28,Chennai,Sector 7 / Airport,31.341928,92.67298,Hotel Register,High
LOC00681,P0087,2023-11-07 16:03:50,Lucknow,Sector 8 / Station,32.579247,81.37683,Border Check,Medium
LOC00682,P0078,2023-07-03 17:55:18,Bangalore,Sector 3 / Warehouse,29.44029,79.6881,Cell Tower,Medium
LOC00683,P0063,2023-06-26 21:56:21,Hyderabad,Sector 15 / Warehouse,20.566096,92.405166,CCTV,High
LOC00684,P0020,2023-05-12 04:05:52,Delhi,Sector 21 / Hotel,26.349013,86.369458,CCTV,Medium
LOC00685,P0050,2022-07-01 05:09:17,Delhi,Sector 32 / Warehouse,8.957486,72.893953,CCTV,High
LOC00686,P0094,2022-07-15 14:34:56,Indore,Sector 2 / Market,18.485233,76.954935,Immigration,Low
LOC00687,P0036,2023-08-10 07:35:54,Bangalore,Sector 24 / Airport,17.887908,80.725612,Immigration,High
LOC00688,P0023,2024-06-06 00:02:44,Nagpur,Sector 46 / Warehouse,22.316288,87.084107,Hotel Register,Medium
LOC00689,P0088,2024-01-06 18:07:14,Nagpur,Sector 3 / Warehouse,18.354451,70.929434,Immigration,Medium
LOC00690,P0041,2024-04-08 15:03:17,Bhopal,Sector 8 / Hotel,13.086707,75.384661,Cell Tower,Medium
LOC00691,P0013,2024-05-10 03:56:07,Kolkata,Sector 33 / Station,12.904851,76.336796,Border Check,High
LOC00692,P0096,2023-08-14 11:03:04,Surat,Sector 2 / Station,14.607223,73.646315,Border Check,High
LOC00693,P0028,2023-08-15 20:43:08,Ahmedabad,Sector 46 / Hotel,16.49676,93.726545,Immigration,High
LOC00694,P0037,2023-05-22 07:20:02,Bangalore,Sector 12 / Station,10.696612,75.79475,Immigration,High
LOC00695,P0051,2022-04-06 01:44:48,Indore,Sector 6 / Hotel,30.217972,84.841187,Border Check,High
LOC00696,P0012,2022-12-03 19:30:32,Delhi,Sector 42 / Airport,34.999331,90.922996,Immigration,High
LOC00697,P0038,2024-06-04 07:40:20,Bhopal,Sector 8 / Warehouse,25.619761,86.782245,CCTV,Low
LOC00698,P0078,2023-07-05 02:31:26,Nagpur,Sector 16 / Market,25.943327,85.243019,CCTV,High
LOC00699,P0045,2024-04-01 06:46:07,Chennai,Sector 28 / Warehouse,20.038527,69.503574,Hotel Register,High
LOC00700,P0001,2023-11-22 17:33:08,Chennai,Sector 2 / Border,15.083901,78.090159,Border Check,High
LOC00701,P0081,2023-09-23 17:12:40,Delhi,Sector 12 / Warehouse,21.359188,80.568681,Hotel Register,High
LOC00702,P0083,2023-11-16 18:13:39,Surat,Sector 30 / Station,18.077761,86.504552,Border Check,High
LOC00703,P0096,2022-11-19 12:22:26,Bhopal,Sector 45 / Warehouse,20.536581,88.786425,Cell Tower,Low
LOC00704,P0010,2023-04-21 19:19:51,Bangalore,Sector 18 / Warehouse,8.511144,74.620137,Hotel Register,Low
LOC00705,P0017,2024-03-27 06:15:41,Kolkata,Sector 48 / Station,16.356394,86.27367,Cell Tower,High
LOC00706,P0059,2022-07-22 00:25:35,Bhopal,Sector 28 / Hotel,21.758418,95.959172,Cell Tower,High
LOC00707,P0074,2024-04-25 01:45:43,Bangalore,Sector 9 / Warehouse,11.806421,88.346791,Hotel Register,High
LOC00708,P0035,2022-05-25 12:48:05,Delhi,Sector 28 / Border,29.211996,83.076329,Hotel Register,Medium
LOC00709,P0088,2022-04-13 10:50:27,Delhi,Sector 48 / Warehouse,11.509992,77.931137,Immigration,Medium
LOC00710,P0067,2023-09-30 00:26:00,Mumbai,Sector 19 / Airport,30.373374,89.704644,Immigration,High
LOC00711,P0091,2023-07-17 02:18:57,Jaipur,Sector 31 / Market,17.220554,89.528142,Hotel Register,Low
LOC00712,P0087,2024-05-13 15:09:37,Mumbai,Sector 8 / Station,18.805707,82.883611,Hotel Register,High
LOC00713,P0029,2023-01-03 07:12:34,Chennai,Sector 20 / Station,8.564765,86.468636,Cell Tower,Low
LOC00714,P0065,2023-10-30 06:13:07,Lucknow,Sector 4 / Warehouse,12.76013,90.293739,CCTV,Medium
LOC00715,P0089,2022-02-14 20:23:25,Bangalore,Sector 17 / Airport,24.587755,68.282824,Border Check,Medium
LOC00716,P0033,2022-12-15 17:51:22,Delhi,Sector 28 / Airport,27.824164,91.613937,CCTV,Low
LOC00717,P0096,2023-12-17 07:49:38,Chennai,Sector 50 / Airport,33.463887,75.281682,Hotel Register,Medium
